,y,pred
0,0.0,0.3772215375567008
1,1.0,0.5810227313241247
2,0.0,0.28134506592054737
3,1.0,0.4333815729347943
4,1.0,0.437456775557742
5,1.0,0.549883322637501
6,0.0,0.4218792555556078
7,0.0,0.12028794758141499
8,0.0,0.5309150462573122
9,1.0,0.6463498649073703
10,0.0,0.29806383077847926
11,0.0,0.6268109045049053
12,0.0,0.4671340371280679
13,1.0,0.21823222266864709
14,0.0,0.49918091603891157
15,0.0,0.3896685984655456
16,0.0,0.2709293356936739
17,1.0,0.763465970674973
18,0.0,0.23701643129539926
19,1.0,0.5418531455455662
20,1.0,0.6311295883168284
21,0.0,0.31836228174849274
22,0.0,0.17927570183697097
23,0.0,0.5418712151986143
24,0.0,0.5198143152340897
25,1.0,0.6191655016518763
26,0.0,0.45863425765989524
27,0.0,0.2540956986896192
28,1.0,0.4646922317351824
29,0.0,0.18573475271467418
30,1.0,0.6040037231219109
31,1.0,0.7202275612383184
32,0.0,0.5038182828309655
33,0.0,0.4593207803540902
34,0.0,0.2953951269652371
35,1.0,0.4465919408420835
36,0.0,0.25957653172232326
37,0.0,0.530465990896386
38,0.0,0.23889961366890186
39,0.0,0.3363867773802226
40,0.0,0.440949270350012
41,0.0,0.3316324699059851
42,0.0,0.34770100069975163
43,0.0,0.6478053697400212
44,0.0,0.5764014630265997
45,1.0,0.45465378289146935
46,1.0,0.3872193883062606
47,1.0,0.4913668340032324
48,1.0,0.757212355784963
49,0.0,0.39117528128366835
50,1.0,0.7086058657211588
51,0.0,0.12704795074736275
52,0.0,0.21367922857339383
53,0.0,0.20968030385144618
54,0.0,0.3924280997530724
55,0.0,0.22365983846615517
56,0.0,0.4066966761122013
57,0.0,0.5949946795901333
58,1.0,0.7326916099889915
59,0.0,0.32197145262848204
60,0.0,0.31796803530634155
61,0.0,0.5707863184569901
62,0.0,0.5262409311935311
63,0.0,0.5738407242517808
64,0.0,0.3304441827399081
65,1.0,0.454545460177106
66,0.0,0.3273552122633053
67,0.0,0.30002699125208676
68,1.0,0.5035104350945524
69,0.0,0.4627604272032082
70,0.0,0.31746895798053215
